t,x,y,z,vx,vy,vz,ax,ay,az,total_mass,fuel_mass,drag_coeff,frontal_area,total_thrust,total_mfr
0.0,4509871.179322224,-42.43157918091794,4509989.991579064,0.0,0.0,0.0,-6.93044292488007,6.520577329884534e-05,-6.930625506938861,40675.72284386577,24605.96810334002,0.1922656867986789,1.944128504705656,2174102.83389167,625.0823659731511
100.0,4509871.274037984,-42.248696919655394,4509990.08640516,1.8943144221623345,3.6576437150522727,1.896521146171572,18.943113227389222,36.576376742798026,18.96518043104418,42013.145742323046,24543.459866742705,0.1922656867986789,1.944128504705656,2174102.83389167,625.0823659731511
200.0,4509871.558377561,-41.699778541937135,4509990.371075911,3.792474792584098,7.320719292732021,3.7968915449592338,18.98152590602768,36.630604210445505,19.003626098262306,41950.63750572574,24480.95163014539,0.1922656867986789,1.944128504705656,2174102.83389167,625.0823659731511
300.0,4509872.032725656,-40.78428096342123,4509990.845976349,5.694483204488948,10.989224672099999,5.701113288426525,19.019959130482718,36.684810395787174,19.04209229928883,41888.12926912842,24418.443393548077,0.1922656867986789,1.944128504705656,2174102.83389167,625.0823659731511
400.0,4509872.697467176,-39.50166131030045,4509991.511491709,7.600341711522201,14.663157703864666,7.609188429005497,19.058412511755183,36.73899442924209,19.080578644601598,41825.62103253111,24355.935156950763,0.1922656867986789,1.944128504705656,2174102.83389167,625.0823659731511
500.0,4509873.552987233,-37.851376927993876,4509992.3680074345,9.510052329227307,18.34251615326359,9.52111898097494,19.09688567576421,36.793155470322276,19.11908475961427,41763.11279593379,24293.42692035345,0.1922656867986789,1.944128504705656,2174102.83389167,625.0823659731511
600.0,4509874.599671136,-35.83288538954739,4509993.415909165,11.423617036555878,22.027297703005353,11.436906921972168,19.13537826368184,36.84729270823628,19.157610285011327,41700.60455933648,24230.918683756136,0.1922656867986789,1.944128504705656,2174102.83389167,625.0823659731511
700.0,4509875.837904392,-33.4456445037369,4509994.655582737,13.341037777411184,25.717499956271784,13.35655419453834,19.173889932267123,36.90140536249024,19.196154877082535,41638.09632273916,24168.41044715882,0.1922656867986789,1.944128504705656,2174102.83389167,625.0823659731511
800.0,4509877.268072701,-30.689112322868368,4509996.087414181,15.262316462225044,29.413120439780194,15.280062707697192,19.212420354199274,36.955492683486206,19.23471820805647,41575.588086141855,24105.902210561508,0.1922656867986789,1.944128504705656,2174102.83389167,625.0823659731511
900.0,4509878.890561952,-27.562747150268603,4509997.711789713,17.187454969568044,33.1141566069054,17.20743433856714,19.250969218409992,37.00955395311784,19.2732999664332,41513.079849544534,24043.393973964194,0.1922656867986789,1.944128504705656,2174102.83389167,625.0823659731511
1000.0,4509880.7057582205,-24.0660075474609,4509999.52909574,19.116455147792944,36.8206058408612,19.138670934006605,19.28953623041467,37.063588485362715,19.311899857315815,41450.57161294723,23980.88573736688,0.1922656867986789,1.944128504705656,2174102.83389167,625.0823659731511
1100.0,4509882.714047764,-20.198352341019547,4510001.53971885,21.04931881671122,40.53246545794102,21.073774312292507,19.328121112642435,37.11759562687156,19.350517602740872,41388.063376349906,23918.377500769566,0.1922656867986789,1.944128504705656,2174102.83389167,625.0823659731511
1200.0,4509884.915817023,-15.959240629097337,4510003.744045809,22.986047769302544,44.24973271081733,23.012746264831748,19.366723604764882,37.17157475755371,19.389152942007463,41325.5551397526,23855.869264172252,0.1922656867986789,1.944128504705656,2174102.83389167,625.0823659731511
1300.0,4509887.311452614,-11.348131787620206,4510006.142463565,24.92664377345714,47.97240479189949,24.95558855790558,19.405343464023463,37.225525291159016,19.427805632004937,41263.04690315528,23793.361027574938,0.1922656867986789,1.944128504705656,2174102.83389167,625.0823659731511
