t,x,y,z,vx,vy,vz,ax,ay,az,total_mass,fuel_mass,drag_coeff,frontal_area,total_thrust,total_mfr
0.0,4509895.858077179,-7.344006888838931,4509965.313532841,0.0,0.0,0.0,-6.930480849400715,1.1285737121802539e-05,-6.930587583507335,41477.88662624676,21411.498571949192,0.20602796418847058,2.0866759209653107,2214206.2205419675,604.1172950695845
100.0,4509895.963601579,-7.1457925431078175,4509965.41900884,2.1104868438359814,3.9642847251404287,2.1095188176217388,21.104822137775848,39.6427596725089,21.09514189702403,39495.43330670716,21351.086842442233,0.20602796418847058,2.0866759209653107,2214206.2205419675,604.1172950695845
200.0,4509896.280388825,-6.550847171713875,4509965.735650809,4.225254576671499,7.934616110559299,4.223317064080024,21.147561104184188,39.70309409500634,21.137866294086024,39435.0215772002,21290.675112935274,0.20602796418847058,2.0866759209653107,2214206.2205419675,604.1172950695845
300.0,4509896.808866961,-5.558566504056255,4509966.263886646,6.344302313423519,11.910986214355447,6.341393856282612,21.190290636999027,39.76334810228094,21.180581277704878,39374.60984769324,21230.26338342832,0.20602796418847058,2.0866759209653107,2214206.2205419675,604.1172950695845
400.0,4509897.549463942,-4.16834707141331,4509967.004144161,8.467629092016768,15.893386941631348,8.463748234182448,21.233009978267024,39.82352018800394,21.223286090295762,39314.19811818629,21169.85165392136,0.20602796418847058,2.0866759209653107,2214206.2205419675,604.1172950695845
500.0,4509898.502607619,-2.3795862220062727,4509967.9568510605,10.5952338758584,19.881810049228072,10.590379163251178,21.275718395048322,39.883608893670115,21.265979999275626,39253.78638867932,21109.4399244144,0.20602796418847058,2.0866759209653107,2214206.2205419675,604.1172950695845
600.0,4509899.668725741,-0.19168213558434966,4509969.122434945,12.727115556370165,23.876247150562033,12.721285537010132,21.31841517998972,39.94361280961185,21.308662297636165,39193.37465917237,21049.02819490744,0.20602796418847058,2.0866759209653107,2214206.2205419675,604.1172950695845
700.0,4509901.048245938,2.395966162478941,4509970.501323301,14.863272955577854,27.876689720562954,14.856466179618565,21.361099651895508,40.0035305760068,21.351332304514358,39132.96292966541,20988.616465400482,0.20602796418847058,2.0866759209653107,2214206.2205419675,604.1172950695845
800.0,4509902.641595719,5.383958787588249,4509972.093943495,17.00370482875771,31.883129100712342,16.99591984851883,21.403771156295257,40.06336088387865,21.393989365760092,39072.55120015846,20928.204735893527,0.20602796418847058,2.0866759209653107,2214206.2205419675,604.1172950695845
900.0,4509904.44920247,8.772894982837725,4509973.900722764,19.14840986713957,35.895556504181805,19.13964523713829,21.446429066008868,40.12310247609058,21.436632854500875,39012.1394706515,20867.793006386568,0.20602796418847058,2.0866759209653107,2214206.2205419675,604.1172950695845
1000.0,4509906.471493437,12.563373106441148,4509975.922088214,21.297386700666394,39.91396302107042,21.287640977647527,21.48907278170806,40.18275414833099,21.47926217170315,38951.72774114454,20807.38127687961,0.20602796418847058,2.0866759209653107,2214206.2205419675,604.1172950695845
1100.0,4509908.708895731,16.755990619690703,4509978.1584668085,23.450633900809827,43.938339623740404,23.439905643774633,21.531701732474517,40.24231475009093,21.521876746730186,38891.31601163758,20746.969547372653,0.20602796418847058,2.0866759209653107,2214206.2205419675,604.1172950695845
1200.0,4509911.161836314,21.351344075454218,4509980.610285367,25.608149983441454,47.96867717225016,25.59643775367513,21.57431537635414,40.30178318563276,21.564476037896075,38830.90428213062,20686.557817865694,0.20602796418847058,2.0866759209653107,2214206.2205419675,604.1172950695845
1300.0,4509913.830741999,26.350029107220536,4509983.277970557,27.769933411759347,52.00496641988387,27.757235772857154,21.616913200907298,40.36115841494983,21.607059533015786,38770.49255262366,20626.146088358735,0.20602796418847058,2.0866759209653107,2214206.2205419675,604.1172950695845
1400.0,4509916.716039441,31.75264041870263,4509986.161948892,29.93598259926948,56.0471980187767,29.922298117161517,21.659494723754776,40.42043945471632,21.649626749950848,38710.0808231167,20565.734358851776,0.20602796418847058,2.0866759209653107,2214206.2205419675,604.1172950695845
