t,x,y,z,vx,vy,vz,ax,ay,az,total_mass,fuel_mass,drag_coeff,frontal_area,total_thrust,total_mfr
0.0,4509905.512768714,-19.18721957492924,4509955.658934489,0.0,0.0,0.0,-6.9304956860304054,2.9485527382884847e-05,-6.930572747020839,40116.90226112542,22951.639606485533,0.2067210816115923,1.976403221170613,2232782.5716435225,614.7545413798726
100.0,4509905.618150235,-18.9892326596182,4509955.764320266,2.10762933315632,3.959736249215657,2.107714459778926,21.07624986075766,39.597280212299,21.07710112521847,39866.242828796116,22890.164152347545,0.2067210816115923,1.976403221170613,2232782.5716435225,614.7545413798726
200.0,4509905.934510416,-18.394967374860958,4509956.0806932235,4.21957102146218,7.92556325242816,4.219741417549383,21.119307758264902,39.658063563199484,21.120160448480778,39804.76737465813,22828.688698209557,0.2067210816115923,1.976403221170613,2232782.5716435225,614.7545413798726
300.0,4509906.4622805035,-17.40381494630376,4509956.608484621,6.335825240293973,11.897474957097788,6.336081048595418,21.162366857262334,39.71878544436747,21.163220972288958,39743.29192052014,22767.21324407157,0.2067210816115923,1.976403221170613,2232782.5716435225,614.7545413798726
400.0,4509907.201891756,-16.015167211810272,4509957.348125732,8.45639209667383,15.875465172141805,8.456733459843898,21.205426485248328,39.779444492218616,21.206282024112653,39681.81646638215,22705.73778993358,0.2067210816115923,1.976403221170613,2232782.5716435225,614.7545413798726
500.0,4509908.15377544,-14.228416635095787,4509958.300047836,10.581271631583332,19.859527572350927,10.581698692178312,21.248485993107955,39.84003938777707,21.24934295480918,39620.341012244164,22644.262335795593,0.2067210816115923,1.976403221170613,2232782.5716435225,614.7545413798726
600.0,4509909.318362823,-12.04295631891502,4509959.464682217,12.710463822331242,23.8496557029014,12.71097672280661,21.291544755651717,39.900568857627825,21.29240313916224,39558.865558106176,22582.786881657605,0.2067210816115923,1.976403221170613,2232782.5716435225,614.7545413798726
700.0,4509910.696085167,-9.458180017793936,4509960.84246015,14.843968584975077,27.84584298396213,14.844567467682861,21.334602172152152,39.96103167486369,21.335461976418575,39497.39010396819,22521.311427519617,0.2067210816115923,1.976403221170613,2232782.5716435225,614.7545413798726
800.0,4509912.287373723,-6.473482150296103,4509962.433812901,16.98178577679627,31.84808271539631,16.982470783982524,21.377657666878193,40.02142666002626,21.378518890822342,39435.9146498302,22459.83597338163,0.2067210816115923,1.976403221170613,2232782.5716435225,614.7545413798726
900.0,4509914.092659726,-3.0882578108142216,4509964.239171718,19.123915198828715,35.856368081556994,19.1246864726311,21.420710689626986,40.081752682040836,21.421573332146956,39374.43919569221,22398.36051924364,0.2067210816115923,1.976403221170613,2232782.5716435225,614.7545413798726
1000.0,4509916.112374386,0.6980972191226056,4509966.258967826,21.27035659844043,39.87069215617586,21.271214280885882,21.463760716253038,40.14200865914455,21.464624776224227,39312.963741554224,22336.885065105653,0.2067210816115923,1.976403221170613,2232782.5716435225,614.7545413798726
1100.0,4509918.346948886,4.886186460035098,4509968.493632423,23.421109671968004,43.89104790734461,23.422053904970532,21.506807249194274,40.20219355980732,21.507672725470492,39251.488287416236,22275.409610967665,0.2067210816115923,1.976403221170613,2232782.5716435225,614.7545413798726
1200.0,4509920.796814378,9.476612724182768,4509970.943596672,25.576174067403606,47.9174282025881,25.577204992762184,21.549849817995003,40.2623064036454,21.55071670940955,39190.01283327825,22213.934156829677,0.2067210816115923,1.976403221170613,2232782.5716435225,614.7545413798726
1300.0,4509923.462401974,14.469978105764767,4509973.6092917025,27.735549387134157,51.94982581402867,27.73666714653072,21.592887979825438,40.32234626232688,21.59375628519222,39128.53737914026,22152.45870269169,0.2067210816115923,1.976403221170613,2232782.5716435225,614.7545413798726
1400.0,4509926.344142745,19.866883971641684,4509976.4911485985,29.89923519073231,55.988233423640594,29.9004399257299,21.635921319997458,40.38231226046892,21.63679103811214,39067.06192500227,22090.9832485537,0.2067210816115923,1.976403221170613,2232782.5716435225,614.7545413798726
1500.0,4509929.4424677165,25.66793095258726,4509979.5895984,32.06723099779892,60.03264362859397,32.068522849839894,21.678949452476616,40.44220357652605,21.679820582117763,39005.586470864284,22029.507794415713,0.2067210816115923,1.976403221170613,2232782.5716435225,614.7545413798726
1600.0,4509932.757807863,31.87371893507894,4509982.905072095,34.23953629085655,64.0830489466871,34.240915401260935,21.721972020389945,40.502019443669305,21.722844560320212,38944.111016726296,21968.032340277725,0.2067210816115923,1.976403221170613,2232782.5716435225,614.7545413798726
1700.0,4509936.290594107,38.48484705363604,4509986.43800062,36.416150518293584,68.13944182186637,36.41761702825756,21.764988696529432,40.56175915065586,21.765862645496757,38882.63556258831,21906.556886139737,0.2067210816115923,1.976403221170613,2232782.5716435225,614.7545413798726
1800.0,4509940.0412573125,45.501913683714236,4509990.188814854,38.59707309735856,72.20181462983275,38.59862714795304,21.807999183850924,40.62142204268841,21.80887454058975,38821.16010845032,21845.08143200175,0.2067210816115923,1.976403221170613,2232782.5716435225,614.7545413798726
1900.0,4509944.010228286,52.92551643516501,4509994.157945617,40.78230341720419,76.27015968373381,40.78394514937354,21.85100321596826,40.681007522264274,21.85187997920073,38759.68465431233,21783.60597786376,0.2067210816115923,1.976403221170613,2232782.5716435225,614.7545413798726
2000.0,4509948.197937769,60.756252146268494,4509998.345823665,42.97184084198061,80.34446923994014,42.973570396541476,21.894000557642276,40.74051505001352,21.894878726079543,38698.209200174344,21722.130523725773,0.2067210816115923,1.976403221170613,2232782.5716435225,614.7545413798726
